Crop,Date,Variety,State,District,Min Price (Rs-Quintal),Max Price (Rs-Quintal),Modal Price
Groundnut,26-06-2024,Local,Andhra Pradesh,Kurnool,5647,8147,6877
Groundnut,29-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5648,8148,6878
Groundnut,24-06-2024,Local,Andhra Pradesh,Kurnool,5649,8149,6879
Groundnut,01-07-2024,Local,Andhra Pradesh,Kurnool,5650,8150,6880
Groundnut,02-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5651,8151,6881
Groundnut,02-07-2024,Local,Andhra Pradesh,Kurnool,5652,8152,6882
Groundnut,05-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5653,8153,6883
Groundnut,05-06-2024,Local,Andhra Pradesh,Kurnool,5654,8154,6884
Groundnut,06-06-2024,Balli-Habbu,Andhra Pradesh,Nellore,5655,8155,6885
Groundnut,08-06-2024,Local,Andhra Pradesh,Kurnool,5656,8156,6886
Groundnut,07-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5657,8157,6887
Groundnut,07-06-2024,Local,Andhra Pradesh,Kurnool,5658,8158,6888
Groundnut,10-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5659,8159,6889
Groundnut,08-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5660,8160,6890
Groundnut,10-06-2024,Local,Andhra Pradesh,Kurnool,5661,8161,6891
Groundnut,16-04-2024,Local,Andhra Pradesh,Kurnool,5662,8162,6892
Groundnut,04-05-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5663,8163,6893
Groundnut,04-05-2024,Local,Andhra Pradesh,Kurnool,5664,8164,6894
Groundnut,10-07-2024,Local,Andhra Pradesh,Kurnool,5665,8165,6895
Groundnut,10-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5666,8166,6896
Groundnut,03-07-2024,Local,Andhra Pradesh,Kurnool,5667,8167,6897
Groundnut,06-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5668,8168,6898
Groundnut,06-07-2024,Local,Andhra Pradesh,Kurnool,5669,8169,6899
Groundnut,08-07-2024,Local,Andhra Pradesh,Kurnool,5670,8170,6900
Groundnut,12-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5671,8171,6901
Groundnut,13-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5672,8172,6902
Groundnut,16-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5673,8173,6903
Groundnut,16-07-2024,Local,Andhra Pradesh,Kurnool,5674,8174,6904
Groundnut,04-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5675,8175,6905
Groundnut,18-07-2024,Local,Andhra Pradesh,Kurnool,5676,8176,6906
Groundnut,16-04-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5677,8177,6907
Groundnut,08-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5678,8178,6908
Groundnut,08-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5679,8179,6909
Groundnut,06-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5680,8180,6910
Groundnut,25-06-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5681,8181,6911
Groundnut,29-06-2024,Local,Andhra Pradesh,Kurnool,5682,8182,6912
Groundnut,09-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5683,8183,6913
Groundnut,10-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5684,8184,6914
Groundnut,11-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5685,8185,6915
Groundnut,11-07-2024,Local,Andhra Pradesh,Kurnool,5686,8186,6916
Groundnut,19-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5687,8187,6917
Groundnut,19-07-2024,Local,Andhra Pradesh,Kurnool,5688,8188,6918
Groundnut,19-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5689,8189,6919
Groundnut,09-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5690,8190,6920
Groundnut,13-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5691,8191,6921
Groundnut,24-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5692,8192,6922
Groundnut,24-07-2024,Local,Andhra Pradesh,Kurnool,5693,8193,6923
Groundnut,13-07-2024,Local,Andhra Pradesh,Kurnool,5694,8194,6924
Groundnut,15-07-2024,Local,Andhra Pradesh,Kurnool,5695,8195,6925
Groundnut,17-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5696,8196,6926
Groundnut,08-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5697,8197,6927
Groundnut,07-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5698,8198,6928
Groundnut,01-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5699,8199,6929
Groundnut,01-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5700,8200,6930
Groundnut,29-07-2024,Local,Andhra Pradesh,Kurnool,5701,8201,6931
Groundnut,29-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5702,8202,6932
Groundnut,29-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5703,8203,6933
Groundnut,10-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5704,8204,6934
Groundnut,10-08-2024,Local,Andhra Pradesh,Kurnool,5705,8205,6935
Groundnut,12-08-2024,Local,Andhra Pradesh,Kurnool,5706,8206,6936
Groundnut,12-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5707,8207,6937
Groundnut,27-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5708,8208,6938
Groundnut,26-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5709,8209,6939
Groundnut,26-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5710,8210,6940
Groundnut,25-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5711,8211,6941
Groundnut,22-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5712,8212,6942
Groundnut,22-07-2024,Local,Andhra Pradesh,Kurnool,5713,8213,6943
Groundnut,22-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5714,8214,6944
Groundnut,23-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5715,8215,6945
Groundnut,23-07-2024,Local,Andhra Pradesh,Kurnool,5716,8216,6946
Groundnut,18-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5717,8217,6947
Groundnut,20-07-2024,Local,Andhra Pradesh,Kurnool,5718,8218,6948
Groundnut,20-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5719,8219,6949
Groundnut,27-07-2024,Local,Andhra Pradesh,Kurnool,5720,8220,6950
Groundnut,27-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5721,8221,6951
Groundnut,16-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5722,8222,6952
Groundnut,16-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5723,8223,6953
Groundnut,13-08-2024,Local,Andhra Pradesh,Kurnool,5724,8224,6954
Groundnut,14-08-2024,Local,Andhra Pradesh,Kurnool,5725,8225,6955
Groundnut,14-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5726,8226,6956
Groundnut,14-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5727,8227,6957
Groundnut,22-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5728,8228,6958
Groundnut,23-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5729,8229,6959
Groundnut,27-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5730,8230,6960
Groundnut,21-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5731,8231,6961
Groundnut,21-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5732,8232,6962
Groundnut,19-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5733,8233,6963
Groundnut,22-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5734,8234,6964
Groundnut,30-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5735,8235,6965
Groundnut,30-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5736,8236,6966
Groundnut,01-08-2024,Local,Andhra Pradesh,Kurnool,5737,8237,6967
Groundnut,30-07-2024,Local,Andhra Pradesh,Kurnool,5738,8238,6968
Groundnut,05-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5739,8239,6969
Groundnut,31-07-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5740,8240,6970
Groundnut,31-07-2024,Balli-Habbu,Andhra Pradesh,Nellore,5741,8241,6971
Groundnut,31-07-2024,Local,Andhra Pradesh,Kurnool,5742,8242,6972
Groundnut,03-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5743,8243,6973
Groundnut,03-08-2024,Local,Andhra Pradesh,Kurnool,5744,8244,6974
Groundnut,05-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5745,8245,6975
Groundnut,05-08-2024,Local,Andhra Pradesh,Kurnool,5746,8246,6976
Groundnut,08-08-2024,Local,Andhra Pradesh,Kurnool,5747,8247,6977
Groundnut,06-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5748,8248,6978
Groundnut,05-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5749,8249,6979
Groundnut,06-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5750,8250,6980
Groundnut,06-08-2024,Local,Andhra Pradesh,Kurnool,5751,8251,6981
Groundnut,09-08-2024,Local,Andhra Pradesh,Kurnool,5752,8252,6982
Groundnut,29-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5753,8253,6983
Groundnut,29-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5754,8254,6984
Groundnut,28-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5755,8255,6985
Groundnut,28-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5756,8256,6986
Groundnut,31-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5757,8257,6987
Groundnut,05-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5758,8258,6988
Groundnut,19-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5759,8259,6989
Groundnut,19-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5760,8260,6990
Groundnut,27-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5761,8261,6991
Groundnut,04-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5762,8262,6992
Groundnut,04-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5763,8263,6993
Groundnut,03-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5764,8264,6994
Groundnut,30-08-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5765,8265,6995
Groundnut,30-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5766,8266,6996
Groundnut,31-08-2024,Balli-Habbu,Andhra Pradesh,Nellore,5767,8267,6997
Groundnut,06-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5768,8268,6998
Groundnut,06-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5769,8269,6999
Groundnut,13-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5770,8270,7000
Groundnut,10-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5771,8271,7001
Groundnut,09-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5772,8272,7002
Groundnut,09-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5773,8273,7003
Groundnut,12-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5774,8274,7004
Groundnut,13-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5775,8275,7005
Groundnut,14-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5776,8276,7006
Groundnut,19-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5777,8277,7007
Groundnut,21-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5778,8278,7008
Groundnut,18-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5779,8279,7009
Groundnut,18-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5780,8280,7010
Groundnut,19-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5781,8281,7011
Groundnut,17-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5782,8282,7012
Groundnut,25-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5783,8283,7013
Groundnut,28-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5784,8284,7014
Groundnut,17-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5785,8285,7015
Groundnut,20-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5786,8286,7016
Groundnut,23-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5787,8287,7017
Groundnut,30-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5788,8288,7018
Groundnut,26-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5789,8289,7019
Groundnut,24-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5790,8290,7020
Groundnut,26-09-2024,Balli-Habbu,Andhra Pradesh,Nellore,5791,8291,7021
Groundnut,27-09-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5792,8292,7022
Groundnut,04-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5793,8293,7023
Groundnut,03-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5794,8294,7024
Groundnut,07-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5795,8295,7025
Groundnut,08-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5796,8296,7026
Groundnut,14-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5797,8297,7027
Groundnut,15-10-2024,Balli-Habbu,Andhra Pradesh,Kurnool,5798,8298,7028
Groundnut,15-10-2024,Balli-Habbu,Andhra Pradesh,Nellore,5799,8299,7029
Groundnut,15-10-2024,Balli-Habbu,Andhra Pradesh,Anantapur,5800,8300,7030
Maize,25-09-2024,Hybrid-Local,Andhra Pradesh,Krishna,2400,2600,2500
Maize,24-09-2024,Hybrid-Local,Andhra Pradesh,Krishna,2450,2650,2550
Maize,29-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2150,2350,2250
Maize,28-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,27-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2200,2400,2300
Maize,20-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,19-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,08-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2350,2300
Maize,06-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,03-08-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,27-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,24-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2250,2200
Maize,23-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,18-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,18-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,15-07-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,28-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,26-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,26-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-06-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,31-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,29-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,28-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,27-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,24-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,23-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,22-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,20-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,18-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,17-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,17-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,16-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,15-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,15-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,09-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,09-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,08-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,04-05-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,26-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,25-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2300,2200
Maize,22-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2000,2200,2100
Maize,20-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2100,2200,2150
Maize,16-04-2024,Hybrid-Local,Andhra Pradesh,Krishna,2050,2250,2150
Maize,20-12-2023,Local,Andhra Pradesh,Kurnool,2130,2175,2160
Maize,21-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-12-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-12-2023,Local,Andhra Pradesh,Kurnool,2096,2160,2150
Maize,29-12-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-12-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-12-2023,Local,Andhra Pradesh,Kurnool,2150,2180,2180
Maize,28-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-12-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,29-12-2023,Local,Andhra Pradesh,Kurnool,2009,2159,2159
Maize,19-12-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-12-2023,Local,Andhra Pradesh,Kurnool,1657,2207,1917
Maize,14-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-11-2023,Local,Andhra Pradesh,Kurnool,1819,2121,2037
Maize,16-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,16-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-11-2023,Local,Andhra Pradesh,Kurnool,1609,2159,1991
Maize,07-11-2023,Local,Andhra Pradesh,Kurnool,1570,2101,1900
Maize,11-11-2023,Local,Andhra Pradesh,Kurnool,1430,2090,1430
Maize,11-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2400,2300
Maize,08-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-11-2023,Local,Andhra Pradesh,Kurnool,1360,2090,1830
Maize,20-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2300,2250
Maize,28-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,09-11-2023,Local,Andhra Pradesh,Kurnool,1590,2090,1729
Maize,09-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2400,2300
Maize,17-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,10-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,10-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2400,2300
Maize,15-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,15-11-2023,Local,Andhra Pradesh,Kurnool,1429,2129,2050
Maize,17-11-2023,Local,Andhra Pradesh,Kurnool,1609,2159,1979
Maize,18-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Krishna,2200,2380,2300
Maize,21-11-2023,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-11-2023,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,08-11-2023,Local,Andhra Pradesh,Kurnool,1400,2090,1519
Maize,08-02-2024,Hybrid,Andhra Pradesh,Anantapur,2000,2250,2100
Maize,06-02-2024,Local,Andhra Pradesh,Kurnool,1689,2090,1689
Maize,09-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-02-2024,Hybrid,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,07-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,07-02-2024,Local,Andhra Pradesh,Kurnool,2140,2162,2162
Maize,09-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,10-02-2024,Local,Andhra Pradesh,Kurnool,1409,2186,2159
Maize,31-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,31-01-2024,Local,Andhra Pradesh,Kurnool,2169,2169,2169
Maize,31-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,05-02-2024,Local,Andhra Pradesh,Kurnool,1369,2129,1369
Maize,01-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,14-02-2024,Hybrid,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,14-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,15-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,15-02-2024,Local,Andhra Pradesh,Kurnool,1851,2091,1851
Maize,17-02-2024,Local,Andhra Pradesh,Kurnool,1927,2090,1927
Maize,12-02-2024,Local,Andhra Pradesh,Kurnool,1709,2149,1929
Maize,12-02-2024,Local,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,12-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,27-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,26-02-2024,Local,Andhra Pradesh,Kurnool,1902,2169,2145
Maize,27-02-2024,Local,Andhra Pradesh,Kurnool,1977,2169,2169
Maize,27-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,02-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,02-03-2024,Local,Andhra Pradesh,Kurnool,1779,2171,1809
Maize,02-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,04-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-02-2024,Local,Andhra Pradesh,Kurnool,1759,2159,1759
Maize,17-02-2024,Local,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,17-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,21-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,17-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,19-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-02-2024,Local,Andhra Pradesh,Kurnool,1926,2196,2196
Maize,20-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-02-2024,Local,Andhra Pradesh,Anantapur,2000,2200,2100
Maize,28-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,28-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,29-02-2024,Local,Andhra Pradesh,Kurnool,1869,2169,2169
Maize,01-03-2024,Local,Andhra Pradesh,Kurnool,1910,2172,2152
Maize,28-02-2024,Local,Andhra Pradesh,Kurnool,2089,2180,2179
Maize,29-02-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,29-02-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,01-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,04-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,05-03-2024,Local,Andhra Pradesh,Kurnool,1719,2161,1939
Maize,05-03-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,05-03-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,06-03-2024,Local,Andhra Pradesh,Kurnool,1409,2154,2139
Maize,19-01-2024,Local,Andhra Pradesh,Kurnool,1731,2109,1889
Maize,19-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,10-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,10-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-01-2024,Local,Andhra Pradesh,Kurnool,2060,2090,2060
Maize,20-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,20-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,23-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,11-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,11-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-01-2024,Hybrid-Local,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,12-01-2024,Local,Andhra Pradesh,Kurnool,2190,2190,2190
Maize,13-01-2024,Hybrid,Andhra Pradesh,Kurnool,2090,2090,2090
Maize,13-01-2024,Local,Andhra Pradesh,Kurnool,1680,2090,1717
